"Item_Code";"Item_Name";"Item_cls";"Section_Cls";"Group_Cls";"External_Description";"MakeOrBuy_Cls";"Supplier_Code";"Delivery_Lead_Time";"Stock_Control_Cls";"Warehouse_Code";"Location_Code";"Unit_Cls";"Safety_Stock";"Max_Stock";"Min_Stock";"Packing_Type";"Packing_Qty";"UseLot_Cls";"Production_Cls";"Manufacture_Code";"Line_Code";"Thickness";"Width";"Length";"Net_Weight";"FIFO_Cls";"Storage_Type";"Material_Type";"Titik_Bakar";"Shelf_Life_Day";"LastUpdate"
"6992013C";"LINALOOL OXIDE <=> 6992027Q";"R";"";"69";"SLRS-SBFA";"P";"700410";"95";"1";"";"";"KG";"245";"0";"0";"6992013C-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"6/28/2020 12:00:00 AM"
"6992014D";"LITSEA CUBEBA OIL <=> 6992033W";"R";"";"69";"";"P";"700210";"60";"1";"";"";"KG";"300";"0";"0";"6992014D-180-KG";"180";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"365";"12/7/2020 4:59:00 PM"
"6992015E";"LYRAL <=> 6992031U";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"260";"0";"0";"6992015E-100-KG";"100";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:50:00 PM"
"6992015E";"LYRAL <=> 6992031U";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"260";"0";"0";"6992015E-200-KG";"200";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:50:00 PM"
"6992015E";"LYRAL <=> 6992031U";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"260";"0";"0";"6992015E-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:50:00 PM"
"6995007Z";"ROSE OXIDE 90/10";"R";"";"69";"INC-SBFA";"P";"700410";"95";"1";"";"";"KG";"45";"0";"0";"6995007Z-65-KG";"65";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/11/2021 12:38:00 PM"
"6995008A";"ROSALIN";"R";"";"69";"";"P";"700210";"60";"1";"";"";"KG";"260";"0";"0";"6995008A -50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8312";"";"1095";"3/18/2021 3:46:00 PM"
"6995011D";"ROSE TURKISH ABS (STOP ORDER) CI 6995010C";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"0.25";"0";"0";"6995011D-0.5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"NON DG";"730";"1/31/2021 9:12:00 AM"
"6995021N";"ROSE OIL BULGARIAN 800416 <=> 1101138H";"R";"";"69";"Incoming date";"P";"700440";"90";"1";"";"";"KG";"0.41";"0";"0";"6995021N-0.5-KG";"0.5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"NON DG";"365";"11/4/2020 2:03:00 PM"
"6963057G";"FRUITATE (-) <=> 6963090N";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"100";"0";"0";"6963057G-100-KG";"100";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:50:00 PM"
"6963059I";"BLACK PEPPER OIL 858";"R";"";"69";"";"P";"801481";"7";"1";"";"";"KG";"129";"0";"0";"6963059I-20-KG";"20";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/13/2021 3:30:00 AM"
"6963060J";"FURFURYL ACETATE 845 <=>6963104A";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"0.24";"0";"0";"6963060J-0.2-KG";"0.2";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"02100";"NON DG";"1460";"10/28/2020 2:44:00 PM"
"6963061K";"ISOPROPYL ACETATE 0000737<=>1263321K";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0.3";"0";"0";"6963061K-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"DG";"365";"1/18/2021 9:18:00 AM"
"6963062L";"PROPYL ACETATE P1150";"R";"";"69";"";"P";"700160";"90";"1";"";"";"KG";"112";"0";"0";"6963062L-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"03101";"DG";"730";"3/9/2021 9:28:00 AM"
"6963063M";"P-T-BUTYLCYCLOHEXANOL 0003531";"R";"";"69";"";"P";"700520";"85";"1";"";"";"KG";"2.56";"0";"0";"6963063M-2-KG";"2";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"6/28/2020 12:00:00 AM"
"6963064N";"PHENETHYL ACETATE 0000705 (STOP ORDER) CI 6963087K";"R";"";"69";"";"P";"700520";"85";"1";"";"";"KG";"0";"0";"0";"6963064N-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"12/7/2019 2:42:00 PM"
"6963065O";"PHENETHYL ISOBUTYRATE 0000711 (STOP ORDER) 6963394F";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0";"0";"0";"6963065O-15-KG";"15";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"5/7/2020 12:00:00 AM"
"6963067Q";"PHENETHYL ISOVALERATE 0000723";"R";"";"69";"";"P";"700572";"85";"1";"";"";"KG";"0.5";"0";"0";"6963067Q-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/17/2021 3:56:00 AM"
"6963070T";"BUTYL ISOVALERATE 0000257 <=> 1263010L";"R";"";"69";"Incoming date";"P";"700250";"90";"1";"";"";"KG";"0.04";"0";"0";"6963070T-0.05-KG";"0.05";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"DG";"730";"7/15/2020 12:00:00 AM"
"6963074X";"METHYL FURFURYL DISULFIDE W336203";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.045";"0";"0";"6963074X-0.010-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0.1";"F";"";"0310";"";"1825";"3/16/2021 1:22:00 PM"
"6963074X";"METHYL FURFURYL DISULFIDE W336203";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.045";"0";"0";"6963074X-0.025-KG";"0.02";"LI";"P";"FL";"";"0";"0";"0";"0.1";"F";"";"0310";"";"1825";"3/16/2021 1:22:00 PM"
"6963074X";"METHYL FURFURYL DISULFIDE W336203";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.045";"0";"0";"6963074X-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"0.1";"F";"";"0310";"";"1825";"3/16/2021 1:22:00 PM"
"6963074X";"METHYL FURFURYL DISULFIDE W336203";"R";"";"69";"Incoming date";"P";"700320";"120";"1";"";"";"KG";"0.045";"0";"0";"6963074X-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0.1";"F";"";"0310";"";"1825";"3/16/2021 1:22:00 PM"
"6963078B";"PHENYL ETHYL PHENYL ACETATE";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"4.2";"0";"0";"6963078-2-KG";"2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/13/2021 3:30:00 AM"
"6963079C";"PROPIONIC ACID P1100<=>6963101X";"R";"";"69";"INC-SBFA";"P";"700160";"115";"1";"";"";"KG";"105";"0";"0";"6963079C -25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0210";"DG";"1460";"12/22/2020 3:34:00 PM"
"6963079C";"PROPIONIC ACID P1100<=>6963101X";"R";"";"69";"INC-SBFA";"P";"700160";"115";"1";"";"";"KG";"105";"0";"0";"6963079C-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"25";"F";"";"0210";"DG";"1460";"12/22/2020 3:34:00 PM"
"6963081E";"PHENYLACETALDEHYDE 50% PEA";"R";"";"69";"Incoming date";"P";"700700";"90";"1";"";"";"KG";"1.2";"0";"0";"6963081E-2-KG";"2";"LI";"P";"FLFR";"";"0";"0";"0";"5";"F";"";"0010";"";"180";"2/11/2021 4:20:00 PM"
"6963084H";"PHENYLACETALDEHYDE GA-V 0001229";"R";"";"69";"Incoming date";"P";"700520";"90";"1";"";"";"KG";"2.55";"0";"0";"6963084H-1.5-KG";"1.5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"2/10/2021 4:37:00 PM"
"6963382T";"ESS BUCCHU GN 917865";"R";"";"69";"Incoming date";"P";"700070";"90";"1";"";"";"KG";"1.35";"0";"0";"6963382T-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0.5";"F";"";"0210";"DG";"365";"2/23/2021 10:02:00 AM"
"6963384V";"PETITGRAIN OIL PARAGUAY ORIGIN AT 079";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"23.5";"0";"0";"6963384V-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0200";"";"545";"2/27/2021 3:50:00 PM"
"6963385W";"PHENYL ETHYL METHYL ETHER";"R";"";"69";"INC-SBFA";"P";"700410";"90";"1";"";"";"KG";"8.2";"0";"0";"6963385W-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"10";"F";"";"0310";"";"730";"3/26/2021 11:09:00 AM"
"6963391C";"BUTANOL 0002093";"R";"";"69";"Incoming date";"P";"700572";"90";"1";"";"";"KG";"16";"0";"0";"6963391C-15-KG";"15";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"3/6/2021 12:29:00 AM"
"6963393E";"PROPYL ALCOHOL (KOSHER)";"R";"";"69";"Incoming Date";"P";"700650";"75";"1";"";"";"KG";"45";"0";"0";"6963393E-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"02101";"DG";"365";"3/9/2021 9:28:00 AM"
"6963394F";"PHENETHYL ISOBUTYRATE (KOSHER)<=>6963398J";"R";"";"69";"Incoming Date";"P";"700650";"75";"1";"";"";"KG";"33";"0";"0";"6963394F-0.5-KG";"0.5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"3/19/2021 9:34:00 PM"
"6963396H";"PHENETHYL ACETATE (EX TENNANTS) (KOSHER) <=> 6963087K";"R";"";"69";"Incoming Date";"P";"700250";"90";"1";"";"";"KG";"134";"0";"0";"6963396H-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/13/2021 3:30:00 AM"
"6963397I";"BOURGEONAL 2837903 <=> 1263188H";"R";"";"69";"SLRS";"P";"700590";"105";"1";"";"";"KG";"2.96";"0";"0";"6963397I-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"360";"12/7/2019 9:49:00 AM"
"6963397I";"BOURGEONAL 2837903 <=> 1263188H";"R";"";"69";"SLRS";"P";"700590";"105";"1";"";"";"KG";"2.96";"0";"0";"6963397I-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"360";"12/7/2019 9:49:00 AM"
"6963397I";"BOURGEONAL 2837903 <=> 1263188H";"R";"";"69";"SLRS";"P";"700590";"105";"1";"";"";"KG";"2.96";"0";"0";"6963397I-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"360";"12/7/2019 9:49:00 AM"
"6963397I";"BOURGEONAL 2837903 <=> 1263188H";"R";"";"69";"SLRS";"P";"700590";"105";"1";"";"";"KG";"2.96";"0";"0";"6963397I-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"360";"12/7/2019 9:49:00 AM"
"6964014Q";"HEXYL ACETATE <=> 6964019V <=> 1264432H";"R";"";"69";"INC-SBFA";"P";"802361";"90";"1";"";"";"KG";"685";"0";"0";"6964014Q-200-KG";"200";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"365";"1/4/2021 1:51:00 PM"
"6964014Q";"HEXYL ACETATE <=> 6964019V <=> 1264432H";"R";"";"69";"INC-SBFA";"P";"802361";"90";"1";"";"";"KG";"685";"0";"0";"6964014Q-50-KG";"50";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"365";"1/4/2021 1:51:00 PM"
"6964015R";"BENZYL ACETATE <=> 6964077B";"R";"";"69";"INC-SBFA";"P";"700200";"90";"1";"";"";"KG";"2550";"0";"0";"6964015R-2000-KG";"2000";"LI";"P";"FLFR";"";"0";"0";"0";"200";"F";"";"0310";"";"365";"4/5/2021 3:30:00 PM"
"6964016S";"HELIOTROPINE (EX: CHENGDU JIANZHOUNG) STOP ORDER CI 6964117P";"R";"";"69";"";"P";"801471";"70";"1";"";"";"KG";"205";"0";"0";"6964016S-75-KG";"75";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"1030";"10/21/2020 11:37:00 AM"
"6964018U";"PHENYLACETIC ACID (STOP ORDER) CI 6964130C";"R";"";"69";"";"P";"801471";"30";"1";"";"";"KG";"2.4";"0";"0";"6964018U-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"365";"1/18/2021 9:18:00 AM"
"6964019V";"HEXYL ACETATE <=> 6964014Q <=> 1264432H";"R";"";"69";"INC-SBFA";"P";"700650";"75";"1";"";"";"KG";"685";"0";"0";"6964019V-180-KG";"180";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"DG";"365";"4/5/2021 7:13:00 PM"
"6964020W";"BENZALDEHYDE FCC LOW BT EX KALAMA <=> 6964126Y";"R";"";"69";"INC-SBFA";"P";"801371";"30";"1";"";"";"KG";"16.8";"0";"0";"6964020W-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"12/22/2020 3:35:00 PM"
"6964020W";"BENZALDEHYDE FCC LOW BT EX KALAMA <=> 6964126Y";"R";"";"69";"INC-SBFA";"P";"801371";"30";"1";"";"";"KG";"16.8";"0";"0";"6964020W-50-KG";"50";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"12/22/2020 3:35:00 PM"
"6964042S";"HELVETOLIDE 947650 <=>6964119R";"R";"";"69";"Incoming date";"P";"700080";"75";"1";"";"";"KG";"21.68";"0";"0";"6964042S-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/6/2021 7:33:00 PM"
"6964042S";"HELVETOLIDE 947650 <=>6964119R";"R";"";"69";"Incoming date";"P";"700080";"75";"1";"";"";"KG";"21.68";"0";"0";"6964042S-2-KG";"2";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/6/2021 7:33:00 PM"
"6964042S";"HELVETOLIDE 947650 <=>6964119R";"R";"";"69";"Incoming date";"P";"700080";"75";"1";"";"";"KG";"21.68";"0";"0";"6964042S-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/6/2021 7:33:00 PM"
"6964045V";"HEXANOL H0527 <=> 6964029F<=>6964131D";"R";"";"69";"INC-SBFA";"P";"700160";"115";"1";"";"";"KG";"125";"0";"0";"6964045V-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"2/20/2021 4:25:00 AM"
"6964046W";"HEXYL BUTYRATE 0000510";"R";"";"69";"";"P";"700520";"30";"1";"";"";"KG";"5.2";"0";"0";"6964046W-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"3/8/2021 6:54:00 PM"
"6964046W";"HEXYL BUTYRATE 0000510";"R";"";"69";"";"P";"700520";"30";"1";"";"";"KG";"5.2";"0";"0";"6964046W-5-KG";"5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"365";"3/8/2021 6:54:00 PM"
"6964047X";"HEXYL HEXANOATE 0000513";"R";"";"69";"";"P";"700520";"30";"1";"";"";"KG";"65";"0";"0";"6964047X-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"730";"4/6/2021 5:37:00 PM"
"6964049Z";"HEPTYL ACETATE 0000552";"R";"";"69";"";"P";"700520";"30";"1";"";"";"KG";"6";"0";"0";"6964049-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"3/9/2021 9:28:00 AM"
"6964051B";"CIS-3-HEXENYL CAPROATE <HEXANOATE> 108";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"3.65";"0";"0";"6964051B-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"1/11/2021 5:53:00 PM"
"6964052C";"CIS-3-HEXENYL FORMATE 110";"R";"";"69";"INC-SBFA";"P";"700250";"75";"1";"";"";"KG";"0.3";"0";"0";"6964052C-0.2-KG";"0.2";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1095";"3/9/2021 9:28:00 AM"
"6964053D";"CIS-3-HEXENYL LACTATE 111";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"1.8";"0";"0";"6964053D-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"2/13/2021 3:31:00 AM"
"6964054E";"CIS-3-HEXENYL BUTYRATE 106";"R";"";"69";"INC-SBFA";"P";"700250";"75";"1";"";"";"KG";"6.5";"0";"0";"6964054E-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"2/11/2021 1:12:00 PM"
"6964055F";"CIS-3-HEXENYL BENZOATE 105";"R";"";"69";"SLRS-SBFA";"P";"700250";"75";"1";"";"";"KG";"24.8";"0";"0";"6964055F-10-KG";"10";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"4/5/2021 7:06:00 PM"
"6964056G";"CIS-3-HEXENYL ISOBUTYRATE 107";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"1";"0";"0";"6964056G-0.5-KG";"0.5";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"";"1095";"3/9/2021 9:28:00 AM"
"6964057H";"MACROLIDE SUPRA 660539 <=> 6964023Z <=> 6964118Q";"R";"";"69";"";"P";"700120";"110";"1";"";"";"KG";"580";"0";"0";"6964057H-700-KG";"700";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0312";"";"730";"3/29/2021 5:28:00 PM"
"6964058I";"TRANS-2-HEXENOIC ACID 441";"R";"";"69";"Incoming date";"P";"700250";"75";"1";"";"";"KG";"11";"0";"0";"6964058I-1-KG";"1";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"1460";"3/9/2021 9:28:00 AM"
"6964059J";"CIS-3-HEXENYL ACETATE FCC 102 BEDOUKIAN<=>6964129<=>6964135";"R";"";"69";"INC-SBFA";"P";"700250";"90";"1";"";"";"KG";"65";"0";"0";"6964059J-25-KG";"25";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1095";"3/18/2021 9:27:00 PM"
"6964060K";"BERGAMOT 10520";"R";"";"69";"";"P";"802141";"90";"1";"";"";"KG";"33";"0";"0";"6964060K-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"DG";"365";"2/13/2021 3:31:00 AM"
"6964061L";"BENZYL ALCOHOL (STOP ORDER) CI 6964017T";"R";"";"69";"INC-SBFA";"P";"801491";"60";"1";"";"";"KG";"2500";"0";"0";"6964061L-210-KG";"210";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"1/26/2021 12:00:00 AM"
"6964096U";"BENZOIN RESOID SUMATRA 55PCT BB 21676<=>6964122V";"R";"";"69";"";"P";"700580";"90";"1";"";"";"KG";"3.2";"0";"0";"6964096U-10-KG";"10";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"9/16/2020 9:11:00 PM"
"6964097V";"GAMMA HEPTALACTONE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"1.5";"0";"0";"6964097V-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0310";"";"730";"2/21/2021 4:48:00 PM"
"6964097V";"GAMMA HEPTALACTONE";"R";"";"69";"";"P";"700410";"90";"1";"";"";"KG";"1.5";"0";"0";"6964097V-5-KG";"5";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0310";"";"730";"2/21/2021 4:48:00 PM"
"6964098W";"TRANS-2-HEPTEN-1-AL 351";"R";"";"69";"";"P";"700250";"90";"1";"";"";"KG";"0.008";"0";"0";"6964098W-0.1-KG";"0.1";"LI";"P";"FL";"";"0";"0";"0";"1";"F";"";"0210";"";"910";"4/6/2021 7:33:00 PM"
"6964102A";"ACETYL PROPIONYL (2,3-PENTANEDIONE) EX INDUKERN<=>1201174R";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"2.7";"0";"0";"6964102A-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"01101";"DG";"365";"3/26/2021 11:40:00 AM"
"6964103B";"2-HEPTANOL W328800 EX MERCK <=> 1264230Y<=>6964134G";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"3";"0";"0";"6964103B-0.01-KG";"0.01";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"10/13/2020 1:32:00 PM"
"6964103B";"2-HEPTANOL W328800 EX MERCK <=> 1264230Y<=>6964134G";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"3";"0";"0";"6964103B-0.25-KG";"0.25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"10/13/2020 1:32:00 PM"
"6964103B";"2-HEPTANOL W328800 EX MERCK <=> 1264230Y<=>6964134G";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"3";"0";"0";"6964103B-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"10/13/2020 1:32:00 PM"
"6964103B";"2-HEPTANOL W328800 EX MERCK <=> 1264230Y<=>6964134G";"R";"";"69";"INC-SBFA";"P";"700320";"120";"1";"";"";"KG";"3";"0";"0";"6964103B-4-KG";"4";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"1825";"10/13/2020 1:32:00 PM"
"6964105D";"0101001 NATURAL OIL OF PEPPERMINT MIDWEST (for Lotte only)";"R";"";"69";"";"P";"700790";"90";"1";"";"";"KG";"500";"0";"0";"6964105D-175-KG";"175";"LI";"P";"FL";"";"0";"0";"0";"181.44";"F";"";"0310";"";"365";"4/5/2021 7:12:00 PM"
"6964106E";"VETIVERYL ACETATE EX HAITI <=> 1264406H";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"9.25";"0";"0";"6964106E-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"2/27/2021 3:50:00 PM"
"6964107F";"2-PENTYL FURAN P0250 <=> 1264250S<=>6964120S";"R";"";"69";"Incoming date";"P";"700160";"90";"1";"";"";"KG";"0.008";"0";"0";"6964107F-0.025-KG";"0.025";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0210";"DG";"365";"2/25/2021 8:10:00 AM"
"6964109H";"HEXYL CINNAMIC ALDEHYDE EX TENNANTS (STOP ORDER)";"R";"";"69";"";"P";"700250";"80";"1";"";"";"KG";"1420";"0";"0";"6964109H-190-KG";"190";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"6/28/2020 12:00:00 AM"
"6964110I";"NONANOIC ACID (EX: YANCHENG) (KOSHER)";"R";"";"69";"INC-CONF";"P";"801371";"90";"1";"";"";"KG";"1";"0";"0";"6964110I-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0310";"";"365";"3/30/2021 5:09:00 PM"
"6964111J";"PEKO FANNING";"R";"";"69";"SLRS";"P";"801501";"60";"1";"";"";"KG";"30";"0";"0";"6964111J-50-KG";"50";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0212";"";"1095";"2/26/2021 4:35:00 PM"
"6964112K";"HEXYL SALICYLATE (EX: TENNANTS) <=> 6964022Y";"R";"";"69";"INC-CONF";"P";"700250";"90";"1";"";"";"KG";"820";"0";"0";"6964112K-630-KG";"630";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"365";"4/5/2021 5:38:00 PM"
"6964113L";"CIS-3-HEXEN-1-OL EX INDUKERN <=>6964063N<=>6964121T";"R";"";"69";"Incoming date";"P";"700410";"90";"1";"";"";"KG";"285";"0";"0";"6964113L-300-KG";"300";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0210";"DG";"730";"6/6/2020 1:20:00 PM"
"6964114M";"BENZYL ALCOHOL <=> 6964017T";"R";"";"69";"INC-SBFA";"P";"801371";"90";"1";"";"";"KG";"2500";"0";"0";"6964114M-210-KG";"210";"LI";"P";"FLFR";"";"0";"0";"0";"0";"F";"";"0310";"";"730";"2/27/2021 3:50:00 PM"
"6964116O";"TEH CAP BOTOL BIRU";"R";"";"69";"SLRS-CONF";"P";"802681";"14";"1";"";"";"KG";"128";"0";"0";"6964116O-1-KG";"1";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0212";"";"365";"7/27/2020 10:33:00 AM"
"6932051K";"CITRIC ACID MONOHYDRATE BP2004";"R";"";"69";"";"P";"801550";"7";"1";"";"";"KG";"645";"0";"0";"6932051K-25-KG";"25";"LI";"P";"FL";"";"0";"0";"0";"0";"F";"";"0312";"";"365";"2/27/2021 3:49:00 PM"
"6932052L";"CITRONELLYL NITRILE (Ex: INDUKERN)  <=> 6932159N";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"65";"0";"0";"6932052L-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"730";"6/28/2020 12:00:00 AM"
"6932055O";"CIS-JASMONE (FR) <=>6932176S";"R";"";"69";"INCOMING DATE";"P";"700410";"95";"1";"";"";"KG";"23";"0";"0";"6932055O-25-KG";"25";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"730";"4/5/2021 7:33:00 PM"
"6932055O";"CIS-JASMONE (FR) <=>6932176S";"R";"";"69";"INCOMING DATE";"P";"700410";"95";"1";"";"";"KG";"23";"0";"0";"6932055O-5-KG";"5";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"730";"4/5/2021 7:33:00 PM"
"6932056P";"CIS-3-HEXENYL SALICYLATE";"R";"";"69";"";"P";"700410";"95";"1";"";"";"KG";"26.5";"0";"0";"6932056P-50-KG";"50";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8210";"";"730";"3/24/2021 3:34:00 PM"
"6932059S";"JAVANOL 8754013 <=> 1232385G";"R";"";"69";"";"P";"700590";"105";"1";"";"";"KG";"1";"0";"0";"6932059S-1-KG";"1";"LI";"P";"FH";"";"0";"0";"0";"0";"F";"";"8310";"";"730";"4/5/2021 7:35:00 PM"
